month,region,branch_id,apps_units,approvals_units,pipeline_dollars
2024-02,North Texas,DFW-B01,46,30,11982506.47
2024-02,North Texas,DFW-B01,36,26,8927760.09
2024-02,North Texas,DFW-B02,46,32,11950662.77
2024-02,North Texas,DFW-B02,33,27,8494949.79
2024-02,North Texas,DFW-B02,54,41,14277285.32
2024-02,North Texas,DFW-B03,45,26,11636102.64
2024-02,North Texas,DFW-B03,45,27,11174266.74
2024-02,North Texas,DFW-B03,29,19,6793805.27
2024-02,North Texas,DFW-B04,45,27,11303171.76
2024-02,North Texas,DFW-B04,37,30,9168063.26
2024-02,North Texas,DFW-B04,26,20,6689904.05
2024-02,North Texas,DFW-B05,38,29,9585904.3
2024-02,North Texas,DFW-B05,52,39,12941742.17
2024-02,North Texas,DFW-B05,46,27,11931838.38
2024-02,North Texas,DFW-B06,43,35,10760427.21
2024-02,North Texas,DFW-B06,43,34,10525933.23
2024-02,North Texas,DFW-B06,40,32,9522580.43
2024-02,North Texas,DFW-B07,43,31,11335561.94
2024-02,North Texas,DFW-B07,21,15,5263176.14
2024-02,North Texas,DFW-B07,47,34,11893315.55
2024-02,North Texas,DFW-B08,33,22,8376215.76
2024-02,North Texas,DFW-B08,37,29,8998245.95
2024-02,North Texas,DFW-B08,42,32,10029429.33
2024-02,North Texas,DFW-B09,28,18,7099591.0
2024-02,North Texas,DFW-B09,42,23,10988816.38
2024-02,North Texas,DFW-B09,32,26,8165959.79
2024-02,North Texas,DFW-B10,25,14,6028738.36
2024-02,North Texas,DFW-B10,47,39,11609814.73
2024-02,North Texas,DFW-B10,31,23,7230658.08
2024-02,East Texas,HOU-B01,42,28,10813350.52
2024-02,East Texas,HOU-B01,56,30,13663594.31
2024-02,East Texas,HOU-B01,24,18,6242416.15
2024-02,East Texas,HOU-B02,41,28,9975870.02
2024-02,East Texas,HOU-B02,34,24,8550197.95
2024-02,East Texas,HOU-B02,58,42,15375389.2
2024-02,East Texas,HOU-B03,50,31,12737010.78
2024-02,East Texas,HOU-B03,39,22,10159471.49
2024-02,East Texas,HOU-B03,38,29,9362218.67
2024-02,East Texas,HOU-B04,49,34,12517357.5
2024-02,East Texas,HOU-B04,28,18,6956620.28
2024-02,East Texas,HOU-B04,31,19,7716459.76
2024-02,East Texas,HOU-B05,55,46,14027557.14
2024-02,East Texas,HOU-B05,41,27,10439176.65
2024-02,East Texas,HOU-B05,52,30,13242152.64
2024-02,East Texas,HOU-B06,51,33,12625876.66
2024-02,East Texas,HOU-B06,58,35,15216065.0
2024-02,East Texas,HOU-B06,25,13,6015105.89
2024-02,East Texas,HOU-B07,41,26,9669951.89
2024-02,East Texas,HOU-B07,50,40,12422021.92
2024-02,East Texas,HOU-B07,45,30,11058227.7
2024-02,East Texas,HOU-B08,28,16,6988431.71
2024-02,East Texas,HOU-B08,39,26,10302942.5
2024-02,East Texas,HOU-B08,49,29,12555018.8
2024-02,East Texas,HOU-B09,30,23,7572430.06
2024-02,East Texas,HOU-B09,43,24,10791797.72
2024-02,East Texas,HOU-B09,38,23,9438083.18
2024-02,East Texas,HOU-B10,43,26,10673937.1
2024-02,East Texas,HOU-B10,49,33,11935153.85
2024-02,East Texas,HOU-B10,34,19,8496186.69
2024-02,West Texas,WTX-B01,15,9,3856085.45
2024-02,West Texas,WTX-B01,42,30,10529343.24
2024-02,West Texas,WTX-B01,24,18,5898421.89
2024-02,West Texas,WTX-B02,28,20,7127020.44
2024-02,West Texas,WTX-B02,44,32,10987454.2
2024-02,West Texas,WTX-B02,31,18,7671814.32
2024-02,West Texas,WTX-B03,32,25,7792575.38
2024-02,West Texas,WTX-B03,50,29,13565272.94
2024-02,West Texas,WTX-B03,44,25,11243973.17
2024-02,West Texas,WTX-B04,43,24,11373157.66
2024-02,West Texas,WTX-B04,29,17,6572246.69
2024-02,West Texas,WTX-B04,35,23,9312802.6
2024-02,West Texas,WTX-B05,46,26,12257158.33
2024-02,West Texas,WTX-B05,53,36,13274173.57
2024-02,West Texas,WTX-B05,33,19,8039013.31
2024-02,West Texas,WTX-B06,51,35,12436507.1
2024-02,West Texas,WTX-B06,43,34,10663190.4
2024-02,West Texas,WTX-B06,36,24,9147287.66
2024-02,West Texas,WTX-B07,48,34,11970110.52
2024-02,West Texas,WTX-B07,30,22,7498704.63
2024-02,West Texas,WTX-B07,35,27,9071564.8
2024-02,West Texas,WTX-B08,21,16,5283709.5
2024-02,West Texas,WTX-B08,58,45,15001142.3
2024-02,West Texas,WTX-B08,47,33,11677875.13
2024-02,West Texas,WTX-B09,44,34,10702082.46
2024-02,West Texas,WTX-B09,48,39,11835741.82
2024-02,West Texas,WTX-B09,36,21,8883749.24
2024-02,West Texas,WTX-B10,42,25,10755663.99
2024-02,West Texas,WTX-B10,60,34,14487584.2
2024-02,West Texas,WTX-B10,41,28,10329126.11
2024-03,South Texas,SATX-B01,39,32,9891140.0
2024-03,South Texas,SATX-B01,51,30,13334395.55
2024-03,South Texas,SATX-B01,38,22,9799661.92
2024-03,South Texas,SATX-B02,40,28,9914587.29
2024-03,South Texas,SATX-B02,45,25,11367286.67
2024-03,South Texas,SATX-B02,31,25,7897917.7
2024-03,South Texas,SATX-B03,41,31,10682171.99
2024-03,South Texas,SATX-B03,36,28,8436880.39
2024-03,South Texas,SATX-B03,18,12,4412473.63
2024-03,South Texas,SATX-B04,35,21,9027952.79
2024-03,South Texas,SATX-B04,48,27,12209945.69
2024-03,South Texas,SATX-B04,34,22,8388287.24
2024-03,South Texas,SATX-B05,56,41,13855600.43
2024-03,South Texas,SATX-B05,24,19,6238819.76
2024-03,South Texas,SATX-B05,44,32,10991483.15
2024-03,South Texas,SATX-B06,43,27,10478217.18
2024-03,South Texas,SATX-B06,35,21,8806324.7
2024-03,South Texas,SATX-B06,35,28,8896794.11
2024-03,South Texas,SATX-B07,48,36,11483143.8
2024-03,South Texas,SATX-B07,20,12,5020135.52
2024-03,South Texas,SATX-B07,45,36,11314649.44
2024-03,South Texas,SATX-B08,47,35,12000965.25
2024-03,South Texas,SATX-B08,44,33,10915077.31
2024-03,South Texas,SATX-B08,30,20,7536032.67
2024-03,South Texas,SATX-B09,51,36,12700884.49
2024-03,South Texas,SATX-B09,42,24,10478682.12
2024-03,South Texas,SATX-B09,34,26,8475374.95
2024-03,South Texas,SATX-B10,37,29,9374818.6
2024-03,South Texas,SATX-B10,45,34,11156563.2
2024-03,South Texas,SATX-B10,48,30,11797725.91
2024-03,Central Texas,ATX-B01,43,24,11382335.18
2024-03,Central Texas,ATX-B01,21,15,5200227.07
2024-03,Central Texas,ATX-B01,29,22,7002269.72
2024-03,Central Texas,ATX-B02,44,32,11316495.77
2024-03,Central Texas,ATX-B02,38,29,9448678.2
2024-03,Central Texas,ATX-B02,40,33,9850526.91
2024-03,Central Texas,ATX-B03,40,22,10371801.06
2024-03,Central Texas,ATX-B03,43,25,11150247.02
2024-03,Central Texas,ATX-B03,49,39,12446428.91
2024-03,Central Texas,ATX-B04,46,31,12489012.65
2024-03,Central Texas,ATX-B04,33,25,7766712.92
2024-03,Central Texas,ATX-B04,48,32,12088323.66
2024-03,Central Texas,ATX-B05,56,40,14589081.68
2024-03,Central Texas,ATX-B05,29,20,7431625.9
2024-03,Central Texas,ATX-B05,37,25,9000399.01
2024-03,Central Texas,ATX-B06,44,32,11050455.39
2024-03,Central Texas,ATX-B06,40,29,10542416.33
2024-03,Central Texas,ATX-B06,38,25,9443955.58
2024-03,Central Texas,ATX-B07,33,19,8240222.29
2024-03,Central Texas,ATX-B07,37,22,8637915.0
2024-03,Central Texas,ATX-B07,24,14,6145930.75
2024-03,Central Texas,ATX-B08,37,20,9252033.0
2024-03,Central Texas,ATX-B08,36,28,8783378.96
2024-03,Central Texas,ATX-B08,44,28,11961265.27
2024-03,Central Texas,ATX-B09,38,21,9704087.38
2024-03,Central Texas,ATX-B09,31,20,7816628.03
2024-03,Central Texas,ATX-B09,50,34,12508524.66
2024-03,Central Texas,ATX-B10,36,24,8811965.73
2024-03,Central Texas,ATX-B10,21,17,4983865.16
2024-03,Central Texas,ATX-B10,47,30,12325777.73
2024-03,North Texas,DFW-B01,35,21,8791102.04
2024-03,North Texas,DFW-B01,41,30,10048354.5
2024-03,North Texas,DFW-B01,37,25,8986207.1
2024-03,North Texas,DFW-B02,31,20,7673893.48
2024-03,North Texas,DFW-B02,38,21,9523362.97
2024-03,North Texas,DFW-B02,45,33,11189409.04
2024-03,North Texas,DFW-B03,29,21,7577336.31
2024-03,North Texas,DFW-B03,42,34,10755003.37
2024-03,North Texas,DFW-B03,33,27,8345436.93
2024-03,North Texas,DFW-B04,40,23,9761669.05
2024-03,North Texas,DFW-B04,39,24,9685067.54
2024-03,North Texas,DFW-B04,66,37,16243576.18
2024-03,North Texas,DFW-B05,41,26,9912922.55
2024-03,North Texas,DFW-B05,48,38,12494332.57
2024-03,North Texas,DFW-B05,33,24,8718682.08
2024-03,North Texas,DFW-B06,30,23,7237299.23
2024-03,North Texas,DFW-B06,53,42,13143980.28
2024-03,North Texas,DFW-B06,21,15,5133544.61
2024-03,North Texas,DFW-B07,53,40,12545103.4
2024-03,North Texas,DFW-B07,30,18,7855685.4
2024-03,North Texas,DFW-B07,28,22,6951857.69
2024-03,North Texas,DFW-B08,30,16,7396762.41
2024-03,North Texas,DFW-B08,53,34,13841769.94
2024-03,North Texas,DFW-B08,38,24,9283018.83
2024-03,North Texas,DFW-B09,49,32,12883308.47
2024-03,North Texas,DFW-B09,58,34,14285587.45
2024-03,North Texas,DFW-B09,35,24,8745953.36
2024-03,North Texas,DFW-B10,38,21,9624414.55
2024-03,North Texas,DFW-B10,39,23,9634556.56
2024-03,North Texas,DFW-B10,21,17,5190362.14
2024-03,East Texas,HOU-B01,46,33,11377154.43
2024-03,East Texas,HOU-B01,24,15,5714634.81
2024-03,East Texas,HOU-B01,28,20,7032019.25
2024-03,East Texas,HOU-B02,55,44,13860199.06
2024-03,East Texas,HOU-B02,21,13,5158830.8
2024-03,East Texas,HOU-B02,27,22,6563151.53
2024-03,East Texas,HOU-B03,20,14,5119665.64
2024-03,East Texas,HOU-B03,38,28,9163117.98
2024-03,East Texas,HOU-B03,14,11,3467967.53
2024-03,East Texas,HOU-B04,42,30,10802220.23
2024-03,East Texas,HOU-B04,27,18,6857287.03
2024-03,East Texas,HOU-B04,39,27,9572875.8
2024-03,East Texas,HOU-B05,42,29,10657144.91
2024-03,East Texas,HOU-B05,36,28,9080674.96
2024-03,East Texas,HOU-B05,46,38,11363983.4
2024-03,East Texas,HOU-B06,38,32,9143532.15
2024-03,East Texas,HOU-B06,51,37,12729031.36
2024-03,East Texas,HOU-B06,25,15,6081451.48
2024-03,East Texas,HOU-B07,34,23,8873847.16
2024-03,East Texas,HOU-B07,67,54,16605430.87
2024-03,East Texas,HOU-B07,39,31,9839092.87
2024-03,East Texas,HOU-B08,44,36,11525155.72
2024-03,East Texas,HOU-B08,38,30,9454012.92
2024-03,East Texas,HOU-B08,51,41,12666582.37
2024-03,East Texas,HOU-B09,45,33,10191460.09
2024-03,East Texas,HOU-B09,59,45,14636052.4
2024-03,East Texas,HOU-B09,32,20,8104205.39
2024-03,East Texas,HOU-B10,51,32,12533124.77
2024-03,East Texas,HOU-B10,49,31,12451129.48
2024-03,East Texas,HOU-B10,45,26,11507636.97
2024-03,West Texas,WTX-B01,48,35,12289647.87
2024-03,West Texas,WTX-B01,45,33,11411876.13
2024-03,West Texas,WTX-B01,39,22,9474855.11
2024-03,West Texas,WTX-B02,23,13,5449609.25
2024-03,West Texas,WTX-B02,32,25,7921161.85
2024-03,West Texas,WTX-B02,40,25,10194754.38
2024-03,West Texas,WTX-B03,40,31,9738531.64
2024-03,West Texas,WTX-B03,38,21,9525083.86
2024-03,West Texas,WTX-B03,23,14,5609658.64
2024-03,West Texas,WTX-B04,48,39,11758116.38
2024-03,West Texas,WTX-B04,48,31,11925570.76
2024-03,West Texas,WTX-B04,24,17,5974556.8
2024-03,West Texas,WTX-B05,40,26,10088760.62
2024-03,West Texas,WTX-B05,31,25,7833089.21
2024-03,West Texas,WTX-B05,9,6,2263237.17
2024-03,West Texas,WTX-B06,33,24,8299920.42
2024-03,West Texas,WTX-B06,48,38,11626158.26
2024-03,West Texas,WTX-B06,42,29,10960222.15
2024-03,West Texas,WTX-B07,43,27,10574916.51
2024-03,West Texas,WTX-B07,21,12,5245281.91
2024-03,West Texas,WTX-B07,34,26,8541440.53
2024-03,West Texas,WTX-B08,33,20,8254060.05
2024-03,West Texas,WTX-B08,36,28,9044694.92
2024-03,West Texas,WTX-B08,31,17,8029145.77
2024-03,West Texas,WTX-B09,26,20,6329594.37
2024-03,West Texas,WTX-B09,50,40,12234511.85
2024-03,West Texas,WTX-B09,48,31,11947249.23
2024-03,West Texas,WTX-B10,39,25,10368287.84
2024-03,West Texas,WTX-B10,54,29,13900125.05
2024-03,West Texas,WTX-B10,45,33,10956094.57
2024-04,South Texas,SATX-B01,40,25,10063141.03
2024-04,South Texas,SATX-B01,42,31,10404346.5
2024-04,South Texas,SATX-B01,38,31,9363142.46
2024-04,South Texas,SATX-B02,11,7,2751486.38
2024-04,South Texas,SATX-B02,34,22,8167966.22
2024-04,South Texas,SATX-B02,52,41,12866841.74
2024-04,South Texas,SATX-B03,46,31,11080909.41
2024-04,South Texas,SATX-B03,37,27,9358077.12
2024-04,South Texas,SATX-B03,24,14,6157034.81
2024-04,South Texas,SATX-B04,52,33,13336985.92
2024-04,South Texas,SATX-B04,28,21,7367958.74
2024-04,South Texas,SATX-B04,41,26,10201382.9
2024-04,South Texas,SATX-B05,34,19,8455720.33
2024-04,South Texas,SATX-B05,22,17,5520947.24
2024-04,South Texas,SATX-B05,37,25,8955672.59
2024-04,South Texas,SATX-B06,47,34,10843882.05
2024-04,South Texas,SATX-B06,39,32,9667978.06
2024-04,South Texas,SATX-B06,60,38,15103832.1
2024-04,South Texas,SATX-B07,47,33,12020037.83
2024-04,South Texas,SATX-B07,37,23,9306901.49
2024-04,South Texas,SATX-B07,41,26,10758078.61
2024-04,South Texas,SATX-B08,49,41,11720233.26
2024-04,South Texas,SATX-B08,41,32,10330016.65
2024-04,South Texas,SATX-B08,17,10,4122664.75
2024-04,South Texas,SATX-B09,38,29,9000470.6
2024-04,South Texas,SATX-B09,33,27,8239131.26
2024-04,South Texas,SATX-B09,40,33,10073824.29
2024-04,South Texas,SATX-B10,37,22,9057595.07
2024-04,South Texas,SATX-B10,36,26,8908498.05
2024-04,South Texas,SATX-B10,43,25,11236070.2
2024-04,Central Texas,ATX-B01,44,29,11401332.46
2024-04,Central Texas,ATX-B01,28,18,7190077.9
2024-04,Central Texas,ATX-B01,37,25,9388042.08
2024-04,Central Texas,ATX-B02,43,24,10963254.66
2024-04,Central Texas,ATX-B02,31,18,8268205.6
2024-04,Central Texas,ATX-B02,40,24,10187063.24
2024-04,Central Texas,ATX-B03,60,34,15003263.93
2024-04,Central Texas,ATX-B03,48,33,11762827.54
2024-04,Central Texas,ATX-B03,17,9,4458546.98
2024-04,Central Texas,ATX-B04,37,22,8885285.87
2024-04,Central Texas,ATX-B04,35,29,8914794.92
2024-04,Central Texas,ATX-B04,40,25,10106190.04
2024-04,Central Texas,ATX-B05,60,34,14345676.48
2024-04,Central Texas,ATX-B05,41,24,10263572.33
2024-04,Central Texas,ATX-B05,44,34,11006740.02
2024-04,Central Texas,ATX-B06,39,29,9362082.93
2024-04,Central Texas,ATX-B06,47,35,11263729.37
2024-04,Central Texas,ATX-B06,42,32,10095747.45
2024-04,Central Texas,ATX-B07,36,19,8999795.92
2024-04,Central Texas,ATX-B07,46,28,11423648.27
2024-04,Central Texas,ATX-B07,27,17,6880575.31
2024-04,Central Texas,ATX-B08,44,25,11251364.43
2024-04,Central Texas,ATX-B08,35,24,8731482.87
2024-04,Central Texas,ATX-B08,32,20,8086782.38
2024-04,Central Texas,ATX-B09,47,39,11681859.71
2024-04,Central Texas,ATX-B09,26,20,6166521.82
2024-04,Central Texas,ATX-B09,21,16,5419262.3
2024-04,Central Texas,ATX-B10,44,28,10443975.34
2024-04,Central Texas,ATX-B10,27,16,6907845.05
2024-04,Central Texas,ATX-B10,24,13,6006254.51
2024-04,North Texas,DFW-B01,35,29,8942169.17
2024-04,North Texas,DFW-B01,24,17,6380810.16
2024-04,North Texas,DFW-B01,56,35,14046751.46
2024-04,North Texas,DFW-B02,47,39,11640743.76
2024-04,North Texas,DFW-B02,38,29,9780181.63
2024-04,North Texas,DFW-B02,36,22,8000228.19
2024-04,North Texas,DFW-B03,27,17,6828544.49
2024-04,North Texas,DFW-B03,36,20,9127837.51
2024-04,North Texas,DFW-B03,13,10,3270690.61
2024-04,North Texas,DFW-B04,35,26,9018163.74
2024-04,North Texas,DFW-B04,46,27,11938842.76
2024-04,North Texas,DFW-B04,41,26,10595229.49
2024-04,North Texas,DFW-B05,34,20,8477825.83
2024-04,North Texas,DFW-B05,46,26,10558520.43
2024-04,North Texas,DFW-B05,29,17,6998088.57
2024-04,North Texas,DFW-B06,52,41,13341351.05
2024-04,North Texas,DFW-B06,22,14,5380748.62
2024-04,North Texas,DFW-B06,48,29,12222583.0
2024-04,North Texas,DFW-B07,47,37,11655421.38
2024-04,North Texas,DFW-B07,54,40,12756915.7
2024-04,North Texas,DFW-B07,40,30,9741354.97
2024-04,North Texas,DFW-B08,44,31,10799576.94
2024-04,North Texas,DFW-B08,46,29,10946866.45
2024-04,North Texas,DFW-B08,49,28,12564919.1
2024-04,North Texas,DFW-B09,59,38,16217881.56
2024-04,North Texas,DFW-B09,50,34,12898212.99
2024-04,North Texas,DFW-B09,42,32,10667241.68
2024-04,North Texas,DFW-B10,35,27,8939447.44
2024-04,North Texas,DFW-B10,34,22,8200758.05
2024-04,North Texas,DFW-B10,50,35,12875024.05
2024-04,East Texas,HOU-B01,39,25,9958647.4
2024-04,East Texas,HOU-B01,44,33,10811773.9
2024-04,East Texas,HOU-B01,37,29,9228806.62
2024-04,East Texas,HOU-B02,39,24,9891896.09
2024-04,East Texas,HOU-B02,48,34,12220878.73
2024-04,East Texas,HOU-B02,58,46,14518530.49
2024-04,East Texas,HOU-B03,44,31,10814835.74
2024-04,East Texas,HOU-B03,30,24,7432830.46
2024-04,East Texas,HOU-B03,35,22,8508422.79
2024-04,East Texas,HOU-B04,43,33,11028591.1
2024-04,East Texas,HOU-B04,46,33,10997328.3
2024-04,East Texas,HOU-B04,40,25,9795275.35
2024-04,East Texas,HOU-B05,29,21,6936180.49
2024-04,East Texas,HOU-B05,52,34,12638728.53
2024-04,East Texas,HOU-B05,34,25,8035598.64
2024-04,East Texas,HOU-B06,35,23,8704270.17
2024-04,East Texas,HOU-B06,41,30,10414584.74
2024-04,East Texas,HOU-B06,28,18,7116696.87
2024-04,East Texas,HOU-B07,35,22,8822878.54
2024-04,East Texas,HOU-B07,34,28,8046181.18
2024-04,East Texas,HOU-B07,40,24,9757281.49
2024-04,East Texas,HOU-B08,55,41,13480121.24
2024-04,East Texas,HOU-B08,21,14,5093842.18
2024-04,East Texas,HOU-B08,31,21,7585629.45
2024-04,East Texas,HOU-B09,30,22,7259050.23
2024-04,East Texas,HOU-B09,40,22,10126699.42
2024-04,East Texas,HOU-B09,34,24,8426109.81
2024-04,East Texas,HOU-B10,54,34,14039030.95
2024-04,East Texas,HOU-B10,48,36,11559066.9
2024-04,East Texas,HOU-B10,24,15,6177803.98
2024-04,West Texas,WTX-B01,50,41,12608598.12
2024-04,West Texas,WTX-B01,37,26,9331930.86
2024-04,West Texas,WTX-B01,50,33,12967836.0
2024-04,West Texas,WTX-B02,40,25,9918130.84
2024-04,West Texas,WTX-B02,45,30,11227611.23
2024-04,West Texas,WTX-B02,36,27,9121090.31
2024-04,West Texas,WTX-B03,39,22,9695601.47
2024-04,West Texas,WTX-B03,43,29,10815243.34
2024-04,West Texas,WTX-B03,35,26,8300158.41
2024-04,West Texas,WTX-B04,40,29,9972238.16
2024-04,West Texas,WTX-B04,27,20,6898976.89
2024-04,West Texas,WTX-B04,43,23,10945371.96
2024-04,West Texas,WTX-B05,32,20,7823221.49
2024-04,West Texas,WTX-B05,57,41,14112833.69
2024-04,West Texas,WTX-B05,34,28,8565118.02
2024-04,West Texas,WTX-B06,44,35,11159291.07
2024-04,West Texas,WTX-B06,40,24,10237658.37
2024-04,West Texas,WTX-B06,54,41,13794338.67
2024-04,West Texas,WTX-B07,32,21,8009712.09
2024-04,West Texas,WTX-B07,41,29,10501401.3
2024-04,West Texas,WTX-B07,32,26,7646452.58
2024-04,West Texas,WTX-B08,51,35,13011604.16
2024-04,West Texas,WTX-B08,26,19,6644127.07
2024-04,West Texas,WTX-B08,23,17,5375462.32
2024-04,West Texas,WTX-B09,34,23,8733807.91
2024-04,West Texas,WTX-B09,33,23,8251080.55
2024-04,West Texas,WTX-B09,35,26,9154216.96
2024-04,West Texas,WTX-B10,33,19,8120017.47
2024-04,West Texas,WTX-B10,47,37,11877859.29
2024-04,West Texas,WTX-B10,33,21,8337114.58
2024-05,South Texas,SATX-B01,29,20,7058504.76
2024-05,South Texas,SATX-B01,18,11,4576728.0
2024-05,South Texas,SATX-B01,44,28,11192637.21
2024-05,South Texas,SATX-B02,28,19,6694604.53
2024-05,South Texas,SATX-B02,37,26,8997983.7
2024-05,South Texas,SATX-B02,25,20,6252866.41
2024-05,South Texas,SATX-B03,49,39,12439213.65
2024-05,South Texas,SATX-B03,36,26,9458180.61
2024-05,South Texas,SATX-B03,44,26,10673913.84
2024-05,South Texas,SATX-B04,29,16,7422565.24
2024-05,South Texas,SATX-B04,49,34,12610034.14
2024-05,South Texas,SATX-B04,37,24,9375789.97
2024-05,South Texas,SATX-B05,37,26,9158689.09
2024-05,South Texas,SATX-B05,25,14,6369971.86
2024-05,South Texas,SATX-B05,26,16,6382527.01
2024-05,South Texas,SATX-B06,41,29,10395971.76
2024-05,South Texas,SATX-B06,24,17,5639054.52
2024-05,South Texas,SATX-B06,50,30,12922087.54
2024-05,South Texas,SATX-B07,13,10,3250351.05
2024-05,South Texas,SATX-B07,45,26,12048912.46
2024-05,South Texas,SATX-B07,30,19,7561292.1
2024-05,South Texas,SATX-B08,44,26,10716264.22
2024-05,South Texas,SATX-B08,48,29,11909905.7
2024-05,South Texas,SATX-B08,13,7,3276995.65
2024-05,South Texas,SATX-B09,66,48,15912881.41
2024-05,South Texas,SATX-B09,29,16,7444470.96
2024-05,South Texas,SATX-B09,42,33,11090896.48
2024-05,South Texas,SATX-B10,43,29,10866391.25
2024-05,South Texas,SATX-B10,50,34,12249729.09
2024-05,South Texas,SATX-B10,43,35,10647621.83
2024-05,Central Texas,ATX-B01,31,20,7734245.91
2024-05,Central Texas,ATX-B01,37,26,9528446.06
2024-05,Central Texas,ATX-B01,33,21,8305778.89
2024-05,Central Texas,ATX-B02,37,31,9648468.77
2024-05,Central Texas,ATX-B02,21,12,5354111.52
2024-05,Central Texas,ATX-B02,27,15,6432283.71
2024-05,Central Texas,ATX-B03,33,25,7667730.56
2024-05,Central Texas,ATX-B03,52,28,13402690.69
2024-05,Central Texas,ATX-B03,46,31,11081331.67
2024-05,Central Texas,ATX-B04,42,23,11008371.11
2024-05,Central Texas,ATX-B04,44,34,11512449.46
2024-05,Central Texas,ATX-B04,47,33,11984650.85
2024-05,Central Texas,ATX-B05,44,32,10696897.06
2024-05,Central Texas,ATX-B05,32,19,8135380.81
2024-05,Central Texas,ATX-B05,42,34,10655630.09
2024-05,Central Texas,ATX-B06,45,33,11769018.03
2024-05,Central Texas,ATX-B06,41,30,10558749.87
2024-05,Central Texas,ATX-B06,39,29,9370258.43
2024-05,Central Texas,ATX-B07,31,19,7588281.96
2024-05,Central Texas,ATX-B07,32,21,7824029.62
2024-05,Central Texas,ATX-B07,40,24,10288728.7
2024-05,Central Texas,ATX-B08,42,27,10338942.81
2024-05,Central Texas,ATX-B08,45,35,11621009.01
2024-05,Central Texas,ATX-B08,49,30,11819368.07
2024-05,Central Texas,ATX-B09,41,26,10431466.4
2024-05,Central Texas,ATX-B09,31,23,7598827.18
2024-05,Central Texas,ATX-B09,44,27,10518767.49
2024-05,Central Texas,ATX-B10,50,39,12714871.37
2024-05,Central Texas,ATX-B10,33,19,8403655.01
2024-05,Central Texas,ATX-B10,30,20,7844336.4
2024-05,North Texas,DFW-B01,43,24,10211707.85
2024-05,North Texas,DFW-B01,27,22,7001567.69
2024-05,North Texas,DFW-B01,36,29,9210778.76
2024-05,North Texas,DFW-B02,35,25,8930495.91
2024-05,North Texas,DFW-B02,47,37,11980288.27
2024-05,North Texas,DFW-B02,39,22,9592817.65
2024-05,North Texas,DFW-B03,39,30,9708037.0
2024-05,North Texas,DFW-B03,21,15,5357609.64
2024-05,North Texas,DFW-B03,46,35,11989047.46
2024-05,North Texas,DFW-B04,50,36,13308019.64
2024-05,North Texas,DFW-B04,42,30,10851149.73
2024-05,North Texas,DFW-B04,57,38,14025582.56
2024-05,North Texas,DFW-B05,44,36,10507444.23
2024-05,North Texas,DFW-B05,37,26,9415902.49
2024-05,North Texas,DFW-B05,46,33,11825765.19
2024-05,North Texas,DFW-B06,39,29,9546235.4
2024-05,North Texas,DFW-B06,29,24,7593745.91
2024-05,North Texas,DFW-B06,40,30,9591432.66
2024-05,North Texas,DFW-B07,50,31,13036590.37
2024-05,North Texas,DFW-B07,44,32,10640265.11
2024-05,North Texas,DFW-B07,45,30,10933266.83
2024-05,North Texas,DFW-B08,49,29,12435687.71
2024-05,North Texas,DFW-B08,55,44,14125749.43
2024-05,North Texas,DFW-B08,30,20,8234867.27
2024-05,North Texas,DFW-B09,42,26,10113259.27
2024-05,North Texas,DFW-B09,41,29,10501010.67
2024-05,North Texas,DFW-B09,35,19,8707765.44
2024-05,North Texas,DFW-B10,31,22,7713046.71
2024-05,North Texas,DFW-B10,28,22,7139487.31
2024-05,North Texas,DFW-B10,38,29,9564411.12
2024-05,East Texas,HOU-B01,48,40,11757474.15
2024-05,East Texas,HOU-B01,42,28,10525124.83
2024-05,East Texas,HOU-B01,34,28,8446561.09
2024-05,East Texas,HOU-B02,43,35,10856106.84
2024-05,East Texas,HOU-B02,37,21,9029012.81
2024-05,East Texas,HOU-B02,33,22,8063914.73
2024-05,East Texas,HOU-B03,35,21,8670234.86
2024-05,East Texas,HOU-B03,22,17,5418544.44
2024-05,East Texas,HOU-B03,27,16,6524918.41
2024-05,East Texas,HOU-B04,36,23,8832918.63
2024-05,East Texas,HOU-B04,35,21,8800799.45
2024-05,East Texas,HOU-B04,36,23,9095634.79
2024-05,East Texas,HOU-B05,39,24,9485290.27
2024-05,East Texas,HOU-B05,53,31,13369647.46
2024-05,East Texas,HOU-B05,41,24,11133315.04
2024-05,East Texas,HOU-B06,25,17,6406272.44
2024-05,East Texas,HOU-B06,39,25,9490086.51
2024-05,East Texas,HOU-B06,28,21,6479881.76
2024-05,East Texas,HOU-B07,58,45,14877766.42
2024-05,East Texas,HOU-B07,35,24,8975649.26
2024-05,East Texas,HOU-B07,37,22,9500166.76
2024-05,East Texas,HOU-B08,57,39,14215916.66
2024-05,East Texas,HOU-B08,52,34,12974206.33
2024-05,East Texas,HOU-B08,37,23,9562111.77
2024-05,East Texas,HOU-B09,55,32,13629443.04
2024-05,East Texas,HOU-B09,42,30,10078283.8
2024-05,East Texas,HOU-B09,62,38,15421113.58
2024-05,East Texas,HOU-B10,19,14,4881296.36
2024-05,East Texas,HOU-B10,42,25,10131306.35
2024-05,East Texas,HOU-B10,30,18,7328388.44
2024-05,West Texas,WTX-B01,34,28,8726666.82
2024-05,West Texas,WTX-B01,40,23,10142427.67
2024-05,West Texas,WTX-B01,52,34,12786510.31
2024-05,West Texas,WTX-B02,41,32,9972873.31
2024-05,West Texas,WTX-B02,34,25,8631614.45
