month,region,share_dda,share_sav,share_mma,share_cd,share_inv
2025-01,Central Texas,0.701,0.206,0.013,0.069,0.01
2025-01,Central Texas,0.253,0.366,0.238,0.123,0.021
2025-01,Central Texas,0.556,0.072,0.202,0.11,0.061
2025-01,Central Texas,0.181,0.358,0.251,0.178,0.032
2025-01,Central Texas,0.32,0.513,0.135,0.023,0.01
2025-01,Central Texas,0.563,0.085,0.039,0.296,0.017
2025-01,Central Texas,0.572,0.109,0.126,0.085,0.107
2025-01,Central Texas,0.276,0.133,0.501,0.04,0.05
2025-01,Central Texas,0.386,0.258,0.193,0.123,0.04
2025-01,Central Texas,0.416,0.233,0.193,0.092,0.066
2025-01,Central Texas,0.233,0.214,0.212,0.338,0.003
2025-01,Central Texas,0.475,0.325,0.045,0.149,0.005
2025-01,Central Texas,0.482,0.307,0.063,0.107,0.041
2025-01,Central Texas,0.407,0.243,0.061,0.277,0.012
2025-01,Central Texas,0.273,0.321,0.042,0.172,0.192
2025-01,Central Texas,0.265,0.091,0.101,0.491,0.053
2025-01,Central Texas,0.428,0.148,0.066,0.349,0.009
2025-01,Central Texas,0.136,0.36,0.415,0.07,0.019
2025-01,Central Texas,0.228,0.451,0.169,0.149,0.003
2025-01,North Texas,0.232,0.26,0.376,0.043,0.089
2025-01,North Texas,0.227,0.278,0.205,0.177,0.113
2025-01,North Texas,0.328,0.375,0.156,0.124,0.017
2025-01,North Texas,0.394,0.178,0.345,0.03,0.053
2025-01,North Texas,0.173,0.348,0.145,0.253,0.082
2025-01,North Texas,0.164,0.379,0.169,0.196,0.092
2025-01,North Texas,0.255,0.22,0.1,0.346,0.079
2025-01,North Texas,0.55,0.152,0.142,0.135,0.021
2025-01,North Texas,0.192,0.134,0.234,0.241,0.199
2025-01,North Texas,0.278,0.203,0.206,0.116,0.198
2025-01,North Texas,0.352,0.408,0.079,0.026,0.135
2025-01,North Texas,0.349,0.146,0.255,0.103,0.147
2025-01,North Texas,0.175,0.334,0.212,0.172,0.107
2025-01,North Texas,0.347,0.263,0.134,0.223,0.033
2025-01,North Texas,0.378,0.086,0.036,0.383,0.117
2025-01,North Texas,0.108,0.412,0.159,0.224,0.096
2025-01,North Texas,0.309,0.243,0.15,0.218,0.081
2025-01,North Texas,0.41,0.422,0.119,0.044,0.005
2025-01,North Texas,0.277,0.191,0.181,0.263,0.088
2025-01,North Texas,0.448,0.16,0.066,0.168,0.157
2025-01,North Texas,0.324,0.235,0.274,0.078,0.089
2025-01,North Texas,0.175,0.261,0.269,0.28,0.016
2025-01,North Texas,0.31,0.208,0.068,0.123,0.291
2025-01,North Texas,0.194,0.231,0.329,0.041,0.205
2025-01,North Texas,0.403,0.307,0.08,0.033,0.176
2025-01,North Texas,0.132,0.259,0.196,0.388,0.025
2025-01,North Texas,0.5,0.279,0.065,0.145,0.011
2025-01,North Texas,0.294,0.282,0.127,0.022,0.275
2025-01,North Texas,0.504,0.25,0.123,0.09,0.032
2025-01,North Texas,0.468,0.08,0.064,0.273,0.114
2025-01,North Texas,0.5,0.265,0.199,0.013,0.024
2025-01,North Texas,0.458,0.281,0.196,0.053,0.013
2025-01,North Texas,0.195,0.193,0.227,0.212,0.173
2025-01,North Texas,0.051,0.551,0.089,0.296,0.013
2025-01,North Texas,0.184,0.159,0.312,0.235,0.109
2025-01,North Texas,0.407,0.304,0.227,0.041,0.022
2025-01,North Texas,0.416,0.239,0.091,0.14,0.114
2025-01,North Texas,0.354,0.212,0.074,0.193,0.167
2025-01,North Texas,0.373,0.124,0.295,0.19,0.018
2025-01,North Texas,0.263,0.26,0.11,0.33,0.038
2025-01,East Texas,0.492,0.054,0.065,0.237,0.152
2025-01,East Texas,0.207,0.359,0.158,0.264,0.013
2025-01,East Texas,0.491,0.167,0.164,0.05,0.129
2025-01,East Texas,0.23,0.355,0.082,0.305,0.028
2025-01,East Texas,0.222,0.459,0.079,0.167,0.072
2025-01,East Texas,0.135,0.367,0.151,0.086,0.261
2025-01,East Texas,0.457,0.201,0.017,0.203,0.122
2025-01,East Texas,0.418,0.159,0.222,0.148,0.053
2025-01,East Texas,0.181,0.374,0.125,0.291,0.029
2025-01,East Texas,0.241,0.268,0.342,0.111,0.037
2025-01,East Texas,0.325,0.352,0.15,0.04,0.133
2025-01,East Texas,0.447,0.337,0.14,0.074,0.001
2025-01,East Texas,0.318,0.282,0.105,0.187,0.108
2025-01,East Texas,0.22,0.268,0.186,0.188,0.138
2025-01,East Texas,0.256,0.202,0.085,0.309,0.147
2025-01,East Texas,0.192,0.581,0.063,0.074,0.09
2025-01,East Texas,0.155,0.493,0.062,0.213,0.077
2025-01,East Texas,0.507,0.149,0.247,0.052,0.046
2025-01,East Texas,0.47,0.234,0.113,0.092,0.091
2025-01,East Texas,0.483,0.322,0.048,0.093,0.053
2025-01,East Texas,0.184,0.208,0.062,0.158,0.388
2025-01,East Texas,0.393,0.373,0.088,0.075,0.071
2025-01,East Texas,0.318,0.196,0.152,0.194,0.139
2025-01,East Texas,0.155,0.102,0.243,0.319,0.181
2025-01,East Texas,0.348,0.261,0.09,0.08,0.22
2025-01,East Texas,0.304,0.426,0.115,0.063,0.092
2025-01,East Texas,0.333,0.12,0.052,0.278,0.217
2025-01,East Texas,0.556,0.12,0.04,0.212,0.072
2025-01,East Texas,0.364,0.359,0.194,0.028,0.054
2025-01,East Texas,0.507,0.109,0.117,0.016,0.251
2025-01,East Texas,0.349,0.399,0.067,0.156,0.029
2025-01,East Texas,0.184,0.553,0.056,0.176,0.031
2025-01,East Texas,0.486,0.171,0.046,0.262,0.035
2025-01,East Texas,0.24,0.358,0.077,0.323,0.002
2025-01,East Texas,0.284,0.086,0.236,0.38,0.013
2025-01,East Texas,0.507,0.175,0.099,0.102,0.117
2025-01,East Texas,0.084,0.287,0.262,0.138,0.23
2025-01,East Texas,0.367,0.392,0.062,0.159,0.02
2025-01,East Texas,0.116,0.21,0.396,0.255,0.024
2025-01,East Texas,0.567,0.223,0.035,0.11,0.064
2025-01,West Texas,0.187,0.076,0.241,0.182,0.314
2025-01,West Texas,0.41,0.165,0.127,0.197,0.1
2025-01,West Texas,0.399,0.115,0.083,0.241,0.163
2025-01,West Texas,0.174,0.263,0.239,0.321,0.004
2025-01,West Texas,0.153,0.426,0.185,0.194,0.042
2025-01,West Texas,0.473,0.139,0.274,0.115,0.0
2025-01,West Texas,0.322,0.13,0.074,0.327,0.147
2025-01,West Texas,0.381,0.186,0.088,0.291,0.054
2025-01,West Texas,0.125,0.491,0.08,0.296,0.008
2025-01,West Texas,0.402,0.143,0.21,0.199,0.046
2025-01,West Texas,0.149,0.296,0.183,0.169,0.202
2025-01,West Texas,0.31,0.356,0.183,0.116,0.034
2025-01,West Texas,0.312,0.226,0.1,0.326,0.036
2025-01,West Texas,0.495,0.234,0.162,0.102,0.007
2025-01,West Texas,0.536,0.077,0.195,0.106,0.085
2025-01,West Texas,0.349,0.278,0.109,0.222,0.042
2025-01,West Texas,0.111,0.458,0.075,0.33,0.026
2025-01,West Texas,0.278,0.409,0.053,0.222,0.038
2025-01,West Texas,0.436,0.084,0.164,0.109,0.207
2025-01,West Texas,0.298,0.493,0.06,0.128,0.021
2025-01,West Texas,0.373,0.222,0.151,0.238,0.016
2025-01,West Texas,0.236,0.062,0.261,0.419,0.022
2025-01,West Texas,0.297,0.25,0.295,0.086,0.071
2025-01,West Texas,0.557,0.048,0.116,0.196,0.083
2025-01,West Texas,0.358,0.109,0.227,0.285,0.021
2025-01,West Texas,0.241,0.306,0.078,0.294,0.082
2025-01,West Texas,0.485,0.187,0.098,0.153,0.077
2025-01,West Texas,0.398,0.086,0.206,0.185,0.126
2025-01,West Texas,0.307,0.379,0.156,0.125,0.034
2025-01,West Texas,0.2,0.193,0.393,0.138,0.076
2025-01,West Texas,0.375,0.236,0.068,0.223,0.097
2025-01,West Texas,0.335,0.36,0.083,0.198,0.025
2025-01,West Texas,0.497,0.242,0.139,0.036,0.087
2025-01,West Texas,0.367,0.161,0.158,0.257,0.058
2025-01,West Texas,0.227,0.338,0.151,0.269,0.015
2025-01,West Texas,0.328,0.351,0.093,0.132,0.097
2025-01,West Texas,0.531,0.152,0.106,0.123,0.088
2025-01,West Texas,0.198,0.088,0.265,0.239,0.21
2025-01,West Texas,0.049,0.414,0.027,0.289,0.221
2025-01,West Texas,0.231,0.4,0.081,0.264,0.024
2025-02,South Texas,0.565,0.262,0.032,0.054,0.087
2025-02,South Texas,0.164,0.309,0.355,0.035,0.137
2025-02,South Texas,0.128,0.221,0.372,0.263,0.015
2025-02,South Texas,0.385,0.148,0.028,0.425,0.015
2025-02,South Texas,0.335,0.239,0.058,0.208,0.159
2025-02,South Texas,0.45,0.207,0.068,0.238,0.037
2025-02,South Texas,0.407,0.101,0.223,0.244,0.024
2025-02,South Texas,0.46,0.112,0.017,0.161,0.25
2025-02,South Texas,0.399,0.244,0.218,0.108,0.031
2025-02,South Texas,0.463,0.297,0.109,0.056,0.075
2025-02,South Texas,0.354,0.25,0.184,0.162,0.05
2025-02,South Texas,0.271,0.247,0.288,0.123,0.071
2025-02,South Texas,0.246,0.327,0.145,0.278,0.004
2025-02,South Texas,0.272,0.472,0.172,0.066,0.019
2025-02,South Texas,0.491,0.146,0.052,0.223,0.088
2025-02,South Texas,0.172,0.186,0.058,0.398,0.185
2025-02,South Texas,0.186,0.285,0.092,0.414,0.023
2025-02,South Texas,0.527,0.201,0.13,0.09,0.051
2025-02,South Texas,0.099,0.232,0.394,0.162,0.113
2025-02,South Texas,0.263,0.073,0.232,0.407,0.026
2025-02,South Texas,0.498,0.105,0.2,0.134,0.063
2025-02,South Texas,0.28,0.199,0.115,0.352,0.054
2025-02,South Texas,0.349,0.47,0.063,0.086,0.033
2025-02,South Texas,0.507,0.248,0.14,0.049,0.055
2025-02,South Texas,0.201,0.176,0.386,0.19,0.047
2025-02,South Texas,0.467,0.113,0.257,0.057,0.107
2025-02,South Texas,0.575,0.163,0.019,0.216,0.027
2025-02,South Texas,0.167,0.359,0.159,0.243,0.072
2025-02,South Texas,0.207,0.244,0.255,0.199,0.095
2025-02,South Texas,0.293,0.301,0.229,0.151,0.025
2025-02,South Texas,0.179,0.601,0.111,0.049,0.059
2025-02,South Texas,0.259,0.15,0.21,0.228,0.152
2025-02,South Texas,0.613,0.26,0.072,0.055,0.0
2025-02,South Texas,0.606,0.214,0.078,0.073,0.029
2025-02,South Texas,0.477,0.102,0.307,0.113,0.001
2025-02,South Texas,0.194,0.181,0.191,0.177,0.256
2025-02,South Texas,0.4,0.268,0.117,0.166,0.048
2025-02,South Texas,0.224,0.406,0.045,0.125,0.2
2025-02,South Texas,0.432,0.155,0.276,0.124,0.013
2025-02,South Texas,0.321,0.352,0.185,0.076,0.066
2025-02,Central Texas,0.342,0.299,0.231,0.105,0.024
2025-02,Central Texas,0.336,0.191,0.086,0.367,0.021
2025-02,Central Texas,0.432,0.348,0.107,0.108,0.005
2025-02,Central Texas,0.159,0.333,0.081,0.216,0.211
2025-02,Central Texas,0.178,0.11,0.077,0.416,0.218
2025-02,Central Texas,0.307,0.25,0.225,0.203,0.015
2025-02,Central Texas,0.251,0.212,0.083,0.385,0.068
2025-02,Central Texas,0.472,0.125,0.28,0.101,0.023
2025-02,Central Texas,0.251,0.134,0.06,0.42,0.134
2025-02,Central Texas,0.419,0.062,0.228,0.207,0.083
2025-02,Central Texas,0.266,0.098,0.176,0.392,0.068
2025-02,Central Texas,0.245,0.325,0.021,0.335,0.074
2025-02,Central Texas,0.131,0.364,0.123,0.367,0.015
2025-02,Central Texas,0.25,0.261,0.121,0.338,0.03
2025-02,Central Texas,0.387,0.377,0.134,0.066,0.036
2025-02,Central Texas,0.221,0.07,0.517,0.091,0.101
2025-02,Central Texas,0.437,0.127,0.126,0.105,0.205
2025-02,Central Texas,0.368,0.244,0.249,0.065,0.074
2025-02,Central Texas,0.31,0.25,0.242,0.179,0.018
2025-02,Central Texas,0.318,0.226,0.234,0.009,0.212
2025-02,Central Texas,0.193,0.206,0.156,0.13,0.315
2025-02,Central Texas,0.198,0.118,0.125,0.441,0.118
2025-02,Central Texas,0.219,0.161,0.062,0.22,0.338
2025-02,Central Texas,0.402,0.063,0.209,0.264,0.061
2025-02,Central Texas,0.1,0.467,0.116,0.307,0.009
2025-02,Central Texas,0.212,0.21,0.157,0.292,0.129
2025-02,Central Texas,0.35,0.296,0.076,0.078,0.2
2025-02,Central Texas,0.259,0.347,0.18,0.13,0.084
2025-02,Central Texas,0.483,0.065,0.266,0.167,0.02
2025-02,Central Texas,0.275,0.282,0.245,0.165,0.033
2025-02,Central Texas,0.299,0.169,0.221,0.153,0.158
2025-02,Central Texas,0.199,0.143,0.263,0.343,0.052
2025-02,Central Texas,0.332,0.219,0.057,0.353,0.04
2025-02,Central Texas,0.359,0.184,0.348,0.066,0.043
2025-02,Central Texas,0.534,0.088,0.203,0.135,0.04
2025-02,Central Texas,0.553,0.265,0.042,0.023,0.117
2025-02,Central Texas,0.239,0.409,0.154,0.182,0.016
2025-02,Central Texas,0.265,0.094,0.163,0.468,0.009
2025-02,Central Texas,0.267,0.216,0.102,0.374,0.041
2025-02,Central Texas,0.071,0.227,0.241,0.125,0.335
2025-02,North Texas,0.387,0.288,0.183,0.105,0.037
2025-02,North Texas,0.345,0.13,0.346,0.057,0.121
2025-02,North Texas,0.227,0.318,0.22,0.077,0.158
2025-02,North Texas,0.35,0.361,0.171,0.037,0.081
2025-02,North Texas,0.558,0.032,0.316,0.088,0.006
2025-02,North Texas,0.239,0.211,0.305,0.124,0.12
2025-02,North Texas,0.41,0.224,0.042,0.296,0.028
2025-02,North Texas,0.116,0.448,0.029,0.404,0.003
2025-02,North Texas,0.429,0.137,0.111,0.147,0.176
2025-02,North Texas,0.236,0.151,0.487,0.04,0.086
2025-02,North Texas,0.244,0.224,0.09,0.383,0.058
2025-02,North Texas,0.326,0.12,0.188,0.195,0.172
2025-02,North Texas,0.334,0.386,0.076,0.101,0.103
2025-02,North Texas,0.195,0.363,0.279,0.154,0.009
2025-02,North Texas,0.643,0.142,0.083,0.072,0.06
2025-02,North Texas,0.35,0.24,0.097,0.256,0.056
2025-02,North Texas,0.317,0.259,0.157,0.134,0.133
2025-02,North Texas,0.25,0.515,0.06,0.174,0.001
2025-02,North Texas,0.276,0.244,0.296,0.055,0.13
2025-02,North Texas,0.287,0.243,0.362,0.085,0.023
2025-02,North Texas,0.487,0.063,0.147,0.247,0.055
2025-02,North Texas,0.254,0.403,0.052,0.243,0.048
2025-02,North Texas,0.191,0.42,0.077,0.2,0.112
2025-02,North Texas,0.43,0.19,0.118,0.223,0.039
2025-02,North Texas,0.549,0.112,0.235,0.069,0.035
2025-02,North Texas,0.239,0.22,0.037,0.299,0.205
2025-02,North Texas,0.247,0.167,0.473,0.093,0.021
2025-02,North Texas,0.417,0.131,0.236,0.147,0.07
2025-02,North Texas,0.297,0.199,0.166,0.301,0.038
2025-02,North Texas,0.431,0.147,0.048,0.194,0.179
2025-02,North Texas,0.226,0.27,0.274,0.038,0.192
2025-02,North Texas,0.366,0.291,0.117,0.15,0.076
2025-02,North Texas,0.179,0.411,0.208,0.196,0.006
2025-02,North Texas,0.542,0.153,0.139,0.126,0.041
2025-02,North Texas,0.292,0.564,0.106,0.038,0.001
2025-02,North Texas,0.284,0.424,0.199,0.063,0.03
2025-02,North Texas,0.271,0.139,0.098,0.411,0.081
2025-02,North Texas,0.409,0.346,0.127,0.048,0.07
2025-02,North Texas,0.296,0.306,0.031,0.285,0.081
2025-02,North Texas,0.247,0.442,0.129,0.172,0.01
2025-02,East Texas,0.384,0.25,0.096,0.163,0.108
2025-02,East Texas,0.326,0.229,0.251,0.065,0.128
2025-02,East Texas,0.359,0.155,0.038,0.422,0.026
2025-02,East Texas,0.321,0.192,0.232,0.255,0.001
2025-02,East Texas,0.363,0.094,0.102,0.401,0.041
2025-02,East Texas,0.588,0.159,0.169,0.059,0.024
2025-02,East Texas,0.456,0.274,0.182,0.073,0.016
2025-02,East Texas,0.399,0.232,0.247,0.012,0.11
2025-02,East Texas,0.395,0.285,0.171,0.12,0.028
2025-02,East Texas,0.325,0.214,0.334,0.029,0.098
2025-02,East Texas,0.567,0.191,0.089,0.105,0.047
2025-02,East Texas,0.2,0.531,0.139,0.035,0.095
2025-02,East Texas,0.189,0.455,0.038,0.255,0.064
2025-02,East Texas,0.422,0.37,0.056,0.135,0.016
2025-02,East Texas,0.482,0.158,0.127,0.216,0.017
2025-02,East Texas,0.496,0.154,0.07,0.031,0.25
2025-02,East Texas,0.189,0.591,0.041,0.047,0.132
2025-02,East Texas,0.249,0.278,0.131,0.325,0.017
2025-02,East Texas,0.309,0.2,0.267,0.127,0.097
2025-02,East Texas,0.228,0.252,0.473,0.033,0.013
2025-02,East Texas,0.399,0.092,0.2,0.174,0.134
2025-02,East Texas,0.378,0.097,0.054,0.136,0.335
2025-02,East Texas,0.485,0.08,0.127,0.133,0.174
2025-02,East Texas,0.484,0.269,0.07,0.163,0.014
2025-02,East Texas,0.328,0.252,0.174,0.198,0.048
2025-02,East Texas,0.244,0.243,0.283,0.206,0.024
2025-02,East Texas,0.374,0.222,0.158,0.133,0.113
2025-02,East Texas,0.365,0.154,0.114,0.173,0.194
2025-02,East Texas,0.289,0.133,0.345,0.218,0.015
2025-02,East Texas,0.309,0.278,0.251,0.101,0.061
2025-02,East Texas,0.415,0.075,0.329,0.145,0.037
2025-02,East Texas,0.209,0.269,0.245,0.173,0.103
2025-02,East Texas,0.206,0.157,0.142,0.09,0.405
2025-02,East Texas,0.233,0.329,0.374,0.054,0.009
2025-02,East Texas,0.147,0.559,0.186,0.099,0.01
2025-02,East Texas,0.263,0.418,0.066,0.208,0.045
2025-02,East Texas,0.194,0.267,0.181,0.336,0.022
2025-02,East Texas,0.138,0.551,0.052,0.193,0.066
2025-02,East Texas,0.66,0.131,0.065,0.062,0.082
2025-02,East Texas,0.349,0.192,0.124,0.224,0.11
2025-02,West Texas,0.129,0.326,0.19,0.301,0.053
2025-02,West Texas,0.237,0.343,0.152,0.19,0.078
2025-02,West Texas,0.306,0.319,0.081,0.237,0.057
2025-02,West Texas,0.305,0.311,0.198,0.126,0.06
2025-02,West Texas,0.135,0.182,0.287,0.301,0.095
2025-02,West Texas,0.36,0.022,0.274,0.275,0.069
2025-02,West Texas,0.278,0.317,0.139,0.077,0.188
2025-02,West Texas,0.307,0.329,0.083,0.227,0.054
2025-02,West Texas,0.267,0.394,0.036,0.223,0.079
2025-02,West Texas,0.258,0.429,0.03,0.221,0.063
2025-02,West Texas,0.281,0.346,0.042,0.223,0.107
2025-02,West Texas,0.277,0.296,0.166,0.048,0.213
2025-02,West Texas,0.13,0.459,0.302,0.069,0.04
2025-02,West Texas,0.612,0.193,0.075,0.084,0.036
2025-02,West Texas,0.363,0.026,0.281,0.293,0.038
2025-02,West Texas,0.697,0.232,0.045,0.013,0.013
2025-02,West Texas,0.179,0.358,0.209,0.195,0.058
2025-02,West Texas,0.28,0.26,0.248,0.108,0.105
2025-02,West Texas,0.132,0.261,0.339,0.024,0.245
2025-02,West Texas,0.439,0.203,0.139,0.206,0.013
2025-02,West Texas,0.364,0.278,0.073,0.192,0.094
2025-02,West Texas,0.373,0.083,0.09,0.338,0.115
2025-02,West Texas,0.324,0.208,0.321,0.113,0.034
2025-02,West Texas,0.445,0.276,0.151,0.071,0.057
2025-02,West Texas,0.219,0.283,0.044,0.262,0.192
2025-02,West Texas,0.272,0.532,0.15,0.045,0.001
2025-02,West Texas,0.166,0.102,0.33,0.393,0.009
2025-02,West Texas,0.173,0.36,0.132,0.162,0.172
2025-02,West Texas,0.466,0.179,0.144,0.183,0.029
2025-02,West Texas,0.234,0.334,0.068,0.347,0.016
2025-02,West Texas,0.434,0.198,0.017,0.257,0.093
2025-02,West Texas,0.505,0.244,0.097,0.076,0.078
2025-02,West Texas,0.172,0.332,0.167,0.025,0.305
2025-02,West Texas,0.455,0.092,0.055,0.264,0.135
2025-02,West Texas,0.206,0.192,0.18,0.206,0.215
2025-02,West Texas,0.368,0.098,0.223,0.281,0.03
2025-02,West Texas,0.239,0.218,0.091,0.16,0.292
2025-02,West Texas,0.215,0.2,0.18,0.333,0.073
2025-02,West Texas,0.193,0.306,0.212,0.264,0.026
2025-02,West Texas,0.321,0.12,0.083,0.139,0.336
2025-03,South Texas,0.175,0.245,0.208,0.206,0.166
2025-03,South Texas,0.375,0.167,0.085,0.196,0.177
2025-03,South Texas,0.408,0.158,0.222,0.047,0.164
2025-03,South Texas,0.413,0.358,0.097,0.131,0.002
2025-03,South Texas,0.325,0.167,0.3,0.184,0.024
2025-03,South Texas,0.391,0.127,0.135,0.238,0.109
2025-03,South Texas,0.37,0.141,0.074,0.215,0.2
2025-03,South Texas,0.254,0.386,0.021,0.043,0.296
2025-03,South Texas,0.382,0.37,0.115,0.083,0.05
2025-03,South Texas,0.398,0.141,0.091,0.362,0.008
2025-03,South Texas,0.285,0.291,0.256,0.091,0.077
2025-03,South Texas,0.422,0.163,0.213,0.101,0.102
2025-03,South Texas,0.485,0.185,0.22,0.035,0.075
2025-03,South Texas,0.366,0.216,0.044,0.357,0.017
2025-03,South Texas,0.368,0.165,0.173,0.243,0.051
2025-03,South Texas,0.579,0.225,0.081,0.106,0.009
2025-03,South Texas,0.227,0.197,0.103,0.418,0.055
2025-03,South Texas,0.28,0.495,0.102,0.054,0.069
2025-03,South Texas,0.28,0.367,0.086,0.19,0.077
2025-03,South Texas,0.292,0.345,0.184,0.052,0.127
2025-03,South Texas,0.11,0.336,0.238,0.163,0.153
2025-03,South Texas,0.164,0.379,0.312,0.099,0.047
2025-03,South Texas,0.328,0.367,0.174,0.126,0.004
2025-03,South Texas,0.54,0.22,0.091,0.097,0.051
2025-03,South Texas,0.321,0.34,0.063,0.157,0.119
2025-03,South Texas,0.424,0.284,0.274,0.014,0.003
2025-03,South Texas,0.513,0.126,0.202,0.102,0.057
2025-03,South Texas,0.351,0.144,0.178,0.018,0.308
2025-03,South Texas,0.165,0.162,0.345,0.174,0.153
2025-03,South Texas,0.258,0.395,0.135,0.205,0.007
2025-03,South Texas,0.603,0.136,0.038,0.158,0.066
2025-03,South Texas,0.584,0.137,0.025,0.229,0.025
2025-03,South Texas,0.446,0.259,0.105,0.157,0.032
2025-03,South Texas,0.306,0.372,0.036,0.235,0.051
2025-03,South Texas,0.328,0.226,0.266,0.057,0.123
2025-03,South Texas,0.41,0.352,0.116,0.02,0.101
2025-03,South Texas,0.324,0.181,0.15,0.287,0.058
2025-03,South Texas,0.302,0.131,0.211,0.345,0.011
2025-03,South Texas,0.443,0.343,0.077,0.129,0.008
2025-03,South Texas,0.288,0.214,0.237,0.162,0.099
2025-03,Central Texas,0.52,0.181,0.128,0.109,0.061
2025-03,Central Texas,0.144,0.231,0.384,0.189,0.052
2025-03,Central Texas,0.416,0.117,0.359,0.101,0.006
2025-03,Central Texas,0.292,0.181,0.308,0.213,0.006
2025-03,Central Texas,0.212,0.184,0.329,0.156,0.119
2025-03,Central Texas,0.399,0.166,0.242,0.138,0.055
2025-03,Central Texas,0.363,0.027,0.277,0.181,0.151
2025-03,Central Texas,0.338,0.101,0.109,0.383,0.07
2025-03,Central Texas,0.449,0.233,0.141,0.103,0.075
2025-03,Central Texas,0.501,0.206,0.042,0.217,0.035
2025-03,Central Texas,0.151,0.276,0.155,0.137,0.281
2025-03,Central Texas,0.426,0.276,0.209,0.044,0.045
2025-03,Central Texas,0.24,0.549,0.109,0.065,0.036
2025-03,Central Texas,0.465,0.073,0.219,0.155,0.088
2025-03,Central Texas,0.159,0.419,0.183,0.193,0.046
2025-03,Central Texas,0.216,0.281,0.259,0.241,0.003
2025-03,Central Texas,0.363,0.178,0.233,0.198,0.028
2025-03,Central Texas,0.374,0.234,0.128,0.202,0.062
2025-03,Central Texas,0.194,0.549,0.116,0.118,0.023
2025-03,Central Texas,0.468,0.235,0.107,0.136,0.054
2025-03,Central Texas,0.58,0.065,0.222,0.086,0.046
2025-03,Central Texas,0.35,0.265,0.089,0.254,0.042
2025-03,Central Texas,0.426,0.177,0.365,0.012,0.02
2025-03,Central Texas,0.176,0.1,0.137,0.461,0.127
2025-03,Central Texas,0.187,0.086,0.313,0.275,0.139
2025-03,Central Texas,0.274,0.403,0.073,0.232,0.018
2025-03,Central Texas,0.164,0.273,0.123,0.289,0.151
2025-03,Central Texas,0.345,0.245,0.207,0.055,0.148
2025-03,Central Texas,0.506,0.327,0.08,0.039,0.047
2025-03,Central Texas,0.348,0.225,0.221,0.151,0.054
2025-03,Central Texas,0.508,0.279,0.075,0.114,0.023
2025-03,Central Texas,0.282,0.359,0.103,0.176,0.08
2025-03,Central Texas,0.296,0.317,0.049,0.105,0.233
2025-03,Central Texas,0.486,0.038,0.239,0.19,0.046
2025-03,Central Texas,0.2,0.185,0.153,0.265,0.198
2025-03,Central Texas,0.394,0.043,0.066,0.28,0.217
2025-03,Central Texas,0.189,0.571,0.121,0.096,0.023
2025-03,Central Texas,0.541,0.305,0.08,0.042,0.032
2025-03,Central Texas,0.204,0.237,0.199,0.191,0.169
2025-03,Central Texas,0.647,0.107,0.103,0.067,0.075
2025-03,North Texas,0.222,0.097,0.297,0.365,0.019
2025-03,North Texas,0.614,0.19,0.041,0.106,0.05
2025-03,North Texas,0.211,0.424,0.191,0.104,0.07
2025-03,North Texas,0.234,0.271,0.212,0.262,0.022
2025-03,North Texas,0.406,0.178,0.211,0.024,0.181
2025-03,North Texas,0.427,0.101,0.124,0.108,0.241
2025-03,North Texas,0.337,0.267,0.121,0.244,0.031
2025-03,North Texas,0.49,0.225,0.046,0.144,0.095
2025-03,North Texas,0.664,0.059,0.08,0.158,0.039
2025-03,North Texas,0.196,0.423,0.139,0.202,0.04
2025-03,North Texas,0.451,0.104,0.042,0.402,0.002
2025-03,North Texas,0.308,0.208,0.193,0.288,0.003
2025-03,North Texas,0.393,0.118,0.201,0.176,0.112
2025-03,North Texas,0.261,0.321,0.039,0.257,0.122
2025-03,North Texas,0.404,0.37,0.109,0.114,0.003
2025-03,North Texas,0.358,0.261,0.101,0.192,0.088
2025-03,North Texas,0.435,0.257,0.142,0.024,0.142
2025-03,North Texas,0.199,0.464,0.198,0.096,0.043
2025-03,North Texas,0.572,0.086,0.195,0.114,0.033
2025-03,North Texas,0.426,0.146,0.103,0.292,0.033
2025-03,North Texas,0.541,0.383,0.013,0.058,0.005
2025-03,North Texas,0.385,0.292,0.099,0.203,0.02
2025-03,North Texas,0.365,0.207,0.125,0.092,0.211
2025-03,North Texas,0.266,0.143,0.179,0.149,0.264
2025-03,North Texas,0.424,0.171,0.2,0.195,0.01
2025-03,North Texas,0.282,0.167,0.143,0.295,0.112
2025-03,North Texas,0.51,0.31,0.034,0.107,0.038
2025-03,North Texas,0.368,0.441,0.044,0.144,0.003
2025-03,North Texas,0.326,0.411,0.195,0.066,0.003
2025-03,North Texas,0.405,0.47,0.039,0.081,0.005
2025-03,North Texas,0.159,0.224,0.24,0.368,0.009
2025-03,North Texas,0.268,0.36,0.153,0.194,0.025
2025-03,North Texas,0.339,0.366,0.051,0.215,0.029
2025-03,North Texas,0.157,0.244,0.117,0.422,0.06
2025-03,North Texas,0.339,0.108,0.4,0.119,0.034
2025-03,North Texas,0.495,0.069,0.206,0.194,0.036
2025-03,North Texas,0.349,0.076,0.033,0.531,0.011
2025-03,North Texas,0.349,0.3,0.294,0.032,0.025
2025-03,North Texas,0.425,0.128,0.241,0.099,0.108
2025-03,North Texas,0.482,0.315,0.063,0.084,0.056
2025-03,East Texas,0.337,0.232,0.198,0.21,0.023
2025-03,East Texas,0.323,0.221,0.173,0.261,0.022
2025-03,East Texas,0.346,0.076,0.34,0.201,0.037
